201844Echo Du Large,4.333333333,10,17,-5,-4.466666667,-0.8,10,10,0
201844Largy Mouth,4,8,19,-6,-3.466666667,-0.7,9,10,0
201844Calivigny,3,6,21,0,5.533333333,-0.88,1,0,0
201844Kajaki,2.625,2,21,-4,0.5333333333,-0.3,7,10,6
201844Flint Hill,3.25,1,29,-7,-4.466666667,-0.8,10,4,0
201845Isaac Wonder,2.166666667,3,3.5,-4,-2.666666667,-0.9,3,10,6
201845Cracking Destiny,3.5,5,4.33,-2,6.333333333,0,1,4,20
201845Sao,2.285714286,2,5.5,-3,9.333333333,-0.78,0,4,20
201845Fanzio,4,1,6,-4,2.333333333,-0.4,2,10,0
201845Licklighter,3,4,6.5,0,-5.666666667,-1.79,4,10,0
201845Ardera Cross,4.125,6,12,0,-9.666666667,-1.2,5,10,0
201846Pistol Whipped,1.5,1,2.38,-2,13,-0.78,0,10,0
201846Defi Sacre,2.428571429,2,3.5,-1,-2,-1.79,2,10,20
201846Niven,3,3,6,-1,-8,-1.4,3,4,0
201846Boys On Tour,3.333333333,4,13,0,-13,-1.9,4,4,20
201847Steal A March,3.285714286,2,5.5,-4,1.214285714,-0.6,5,10,0
201847Present Chief,2.5,8,7,-3,5.214285714,-0.2,4,10,0
201847Big Penny,2.428571429,5,8,-1,6.214285714,-1,3,10,0
201847Iwilldoit,4.25,3,9,-2,8.214285714,-0.98,1,10,0
201847Top Of The Charts,3.125,7,11,-3,-3.785714286,-1.1,9,10,0
201847Whos My Jockey,3.625,9,12,-2,11.21428571,0,0,10,0
201847Elf De Re,3.625,6,15,-3,8.214285714,-0.98,1,10,20
201847Seven Eye Bridge,3,1,29,-4,-7.785714286,-2,12,10,6
201847Artic Mann,3.142857143,4,29,-3,-12.78571429,-1.6,13,10,20
201847The Caller,2.8,10,51,0,-2.785714286,-1,7,10,0
201848Gangster,4.4,5,3.75,-1,9.3,-0.68,0,10,20
201848Hedgeinator,3.666666667,3,5.5,-1,-6.7,-1.7,7,10,6
201848Thomas Todd,2.285714286,1,7,-1,8.3,-0.69,1,4,0
201848Katalystic,3.375,4,7.5,-2,3.3,-0.2,3,4,0
201848Eagle Ridge,3.25,2,13,-2,-9.7,-1.1,8,10,12
201849Cancan,4.666666667,3,3.75,-7,2.454545455,-0.4,5,10,12
201849Wor Verge,4.375,1,4.35,-4,-6.545454545,-1.8,8,4,20
201849Calliope,2.428571429,2,6.5,-4,6.454545455,0,2,10,12
201849Goodtimes Badtimes,5.333333333,5,7.5,-6,-8.545454545,-1.1,9,10,0
201849Crackdeloust,4.857142857,6,8,-3,5.454545455,-0.1,3,4,0
201849The Electrician,2.4,7,12,-7,4.454545455,-0.2,4,10,12
201849Titus Bolt,3.285714286,11,13,0,-4.545454545,-1.78,7,10,12
201849Spark Of Madness,2.8,9,17,-7,7.454545455,-0.8,1,4,0
201849Kilfinan Bay,6.166666667,4,21,-6,0.4545454545,-0.6,6,10,12
201849Argent Et Or,4.166666667,10,21,-4,9.454545455,-0.78,0,4,0
201850Mr Melda,0,1,3,-6,6.7,-0.7,2,10,0
201850Leeswood Lily,6,3,8.5,-4,-6.3,-1.69,7,10,20
201850The Herds Garden,3.428571429,6,9,0,8.7,-0.68,0,10,0
201850El Jefe,4.75,2,11,-8,7.7,-0.2,1,4,0
201850Hats Off To Larry,5.666666667,4,12,-5,0.7,-0.4,5,10,12
201852Writteninthesand,4.4,3,3.5,-4,6.272727273,0,2,4,6
201852Unai,4.142857143,1,3.75,-5,14.27272727,-0.37,0,10,20
201852Going Mobile,4.5,2,6.5,-5,5.272727273,-0.1,3,4,12
201852R Bren,5,5,7.5,-3,-10.72727273,-1.3,7,4,0
201852Et Apres Thou,3.125,4,15,-4,5.272727273,-0.1,3,4,0
201852Strategic,6.428571429,7,26,-5,-12.72727273,-1.5,8,4,0
201852Florella,4.5,6,34,0,-12.72727273,-1.5,8,4,0
201853Chasamax,4.142857143,5,5,-4,6.8,-0.8,1,10,6
201853The Knot Is Tied,5.8,3,8,-4,-2.2,-0.8,7,10,20
201853Rabski,4.8,7,8,-5,-0.2,-0.6,5,4,0
201853Neff,3.25,6,12,-4,5.8,0,2,10,0
201853Jaisalmer,4.5,1,15,-1,1.8,-0.4,4,10,0
201853Twycross Warrior,3.375,2,15,-1,-15.2,-1.7,9,10,0
201853Frau Georgia,3.833333333,4,23,-3,-1.2,-0.7,6,10,12
201854Gouet Des Bruyeres,3.625,7,3.5,-8,-1.75,-0.9,5,4,12
201854Larch Hill,3.714285714,1,4,-5,5.25,-0.2,2,10,20
201854Darling Du Large,3.833333333,3,4,-5,11.25,0,0,4,0
201854Atlantic Storm,3.25,2,8,-4,9.25,-0.88,1,4,6
201854Elisezmoi,2.4,4,8,-6,2.25,-0.5,3,10,0
201854The Granson,4,6,17,-4,-8.75,-1.2,6,4,0
201855Aimee De Sivola,3.5,4,2.88,-3,-4.5,-0.8,5,10,12
201855Ratfacemcdougall,2.571428571,1,3.25,-2,3.5,0,1,10,0
201855Supremely Lucky,3.375,2,6.5,-1,6.5,-0.69,0,10,6
201855Potters Hedger,2.5,3,8.5,-1,0.5,-0.3,2,10,6
201855Nordano,3.166666667,5,17,-5,-2.5,-0.6,3,10,0
201856From The Heart,2.857142857,9,5,-5,5.7,-0.68,0,4,0
201856High Counsel,6,1,5.5,0,-20.3,-1.8,9,10,0
201856Black Anthem,1.714285714,7,5.5,-3,4.7,-0.69,1,10,0
201856Broadclyst,4.4,2,9,-3,1.7,0,3,4,12
201856Well Smitten,4,5,12,-3,1.7,0,3,4,0
201856Sandy Boy,3.4,3,13,-5,3.7,-0.7,2,4,20
201856Ravens Tower,4.25,6,13,-1,0.7,-0.1,7,10,0
201856Ballyegan Hero,3.142857143,4,15,-2,-1.3,-0.3,8,4,0
